iter	RMSE
217	0.0255087575
218	0.02549997185
219	0.02548288519
220	0.02547234868
221	0.02545171562
222	0.02543789379
223	0.02542033849
224	0.02541141332
225	0.02540344469
226	0.02539374478
227	0.02538029877
228	0.02536758609
229	0.02535413608
230	0.02533724809
231	0.025319938
232	0.02531032931
233	0.02530056333
234	0.02528093012
235	0.02527408927
236	0.02525085957
237	0.0252405148
238	0.02522790533
239	0.02521414666
240	0.02520582841
241	0.02519927468
242	0.02518593433
243	0.02517387503
244	0.02515755078
245	0.02514596617
246	0.02513542331
247	0.025125302
248	0.02510723347
249	0.02509756441
250	0.02509084131
251	0.02508015377
252	0.02507118923
253	0.02505726797
254	0.02504098772
255	0.02502848615
256	0.02501353446
257	0.02500399621
258	0.02499274829
259	0.02498381928
260	0.02497345577
261	0.02496164952
262	0.02495926968
263	0.02494456571
264	0.02493123406
265	0.02492421211
266	0.02490953196
267	0.02489829222
268	0.02488885698
269	0.0248752199
270	0.0248639376
271	0.02485320339
272	0.02483893408
273	0.02482622589
274	0.02481238298
275	0.02480609929
276	0.02479260429
277	0.0247780399
278	0.02476794504
279	0.02475483373
280	0.02474455489
281	0.02473374446
282	0.0247233649
283	0.02471403491
284	0.02470703245
285	0.02469438834
286	0.02468606689
287	0.02467922947
288	0.02467236282
289	0.02466170005
290	0.02465300282
291	0.02464131665
292	0.02462791442
293	0.0246164261
294	0.02461622453
295	0.02460033389
296	0.02458981468
297	0.0245847388
298	0.02457138995
299	0.02456229412
300	0.02455700568
301	0.02455126596
302	0.02454209197
303	0.02453234261
304	0.02451967979
305	0.02450689253
306	0.02450035572
307	0.02449356507
308	0.02448305663
309	0.02446942276
310	0.02445813795
311	0.02445434725
312	0.02444532702
313	0.02443375059
314	0.02441940872
315	0.02441366957
316	0.02440427468
317	0.02439709062
318	0.02438893532
319	0.0243810071
320	0.024370051
321	0.02435714175
322	0.02435268483
323	0.0243410018
324	0.02433207438
325	0.02431904611
326	0.02430917454
327	0.0243036723
328	0.02429647482
329	0.02428174821
330	0.02426977013
331	0.02426086489
332	0.02425188104
333	0.02424085369
334	0.02422885764
335	0.02422040936
336	0.02421007024
337	0.02420295936
338	0.02419121417
339	0.02418056374
340	0.02417249561
341	0.02416101779
342	0.02415241603
343	0.02414042442
344	0.024131824
345	0.02412098118
346	0.02411591725
347	0.02410733216
348	0.02409758878
349	0.02409032007
350	0.02407959851
351	0.02407001183
352	0.02405552558
353	0.02404705907
354	0.02403758206
355	0.02402823291
356	0.02402322817
357	0.02401370309
358	0.02400598231
359	0.02400001841
360	0.02399309468
361	0.02398073927
362	0.0239699707
363	0.02396002029
364	0.02394958109
365	0.02394372135
366	0.02393638915
367	0.02392852634
368	0.0239200124
369	0.02391160115
370	0.02390131031
371	0.02389248548
372	0.02388293298
373	0.02387528576
374	0.02386182026
375	0.02385263515
376	0.02384628166
377	0.02383806948
378	0.0238293195
379	0.02382170578
380	0.0238100292
381	0.02380316116
382	0.02379676881
383	0.02378740022
384	0.02377906141
385	0.02377016952
386	0.02376373333
387	0.0237529895
388	0.02374467687
389	0.02373652745
390	0.02373113646
391	0.02372016852
392	0.02371259383
393	0.02370543791
394	0.02369584312
395	0.02368658036
396	0.02368283234
397	0.02367278207
398	0.02366363186
399	0.02365425698
400	0.02365081855
401	0.0236406265
402	0.02363378523
403	0.02362436035
404	0.02361240372
405	0.02360121046
406	0.02359449065
407	0.02358500353
408	0.02357653822
409	0.02357179574
410	0.02356147372
411	0.02355190874
412	0.02354280849
413	0.02353373232
414	0.02352729225
415	0.02351988808
416	0.02351493561
417	0.02350864929
418	0.02350020088
419	0.02349150034
420	0.02348556768
421	0.02347672942
422	0.02346788238
423	0.02346077966
424	0.02345117032
425	0.02344197972
426	0.0234332943
427	0.02342597737
428	0.02342164021
429	0.02341141449
430	0.02340713206
431	0.02340335977
432	0.02339685175
433	0.0233860611
434	0.02337990147
435	0.02337146434
436	0.02336844262
437	0.02335743513
438	0.02335304948
439	0.023345664
440	0.02333746988
441	0.02332944943
442	0.02332341901
443	0.0233182229
444	0.02330902922
445	0.02330065264
446	0.02329264662
447	0.02328493344
448	0.02327929627
449	0.02327235986
450	0.02326372869
451	0.02325553605
452	0.0232457991
453	0.02323752125
454	0.02323449716
455	0.02322630162
456	0.02321614375
457	0.02320875135
458	0.02320124544
459	0.02319759879
460	0.02319071535
461	0.02318060647
462	0.02317593021
463	0.02317273103
464	0.02316577729
465	0.02315979416
466	0.0231507219
467	0.02314121899
468	0.0231311984
469	0.02312173177
470	0.02311473037
471	0.02310592582
472	0.02309889729
473	0.02309361242
474	0.0230856623
475	0.02307969014
476	0.02307121077
477	0.02306277088
478	0.02305621166
479	0.02304829365
480	0.02304551353
481	0.02303602034
482	0.02302865688
483	0.02302231121
484	0.02301859279
485	0.02301140482
486	0.02300590314
487	0.02300095487
488	0.02299478114
489	0.02298597047
490	0.02298010534
491	0.0229721958
492	0.0229670464
493	0.02295891546
494	0.0229532009
495	0.02294738808
496	0.02294067946
497	0.02293490601
498	0.02292729203
499	0.02292269982
500	0.0229154995
501	0.02291288318
502	0.0229070051
503	0.02289943413
504	0.02289490233
505	0.02288826202
506	0.02288357916
507	0.02287531142
508	0.02287038852
509	0.0228634872
510	0.02285460005
511	0.02284645027
512	0.02283849274
513	0.02283625452
514	0.02282936406
515	0.02282043058
516	0.02281469916
517	0.02280997661
518	0.02280287492
519	0.02279621411
520	0.02279155922
521	0.02278458288
522	0.02278065487
523	0.02277622498
524	0.02276828394
525	0.02276623694
526	0.0227609405
527	0.02275407283
528	0.02274908669
529	0.02274464667
530	0.02273692446
531	0.02273288259
532	0.02272738687
533	0.02272260643
534	0.02271741182
535	0.02271030102
536	0.02270234811
537	0.02269598561
538	0.02269050287
539	0.02268750786
540	0.02267964746
541	0.02267625229
542	0.02267225783
543	0.02266598217
544	0.02266378061
545	0.02266216324
546	0.02266210946
547	0.0226549436
548	0.02265048435
549	0.02264526758
550	0.02263913656
551	0.02263447694
552	0.02262763117
553	0.02261969179
554	0.02261684791
555	0.02261107267
556	0.02260885234
557	0.02260483149
558	0.02260088222
559	0.02259539348
560	0.02259076498
561	0.02258731716
562	0.02258054244
563	0.02258050408
564	0.02258046397
565	0.02257482415
566	0.02257478811
567	0.02257122183
568	0.022565329
569	0.02255947688
570	0.02255337318
571	0.02254780854
572	0.02254466275
573	0.02254462414
574	0.02254053439
575	0.02253804511
576	0.02253573083
577	0.02253566394
578	0.02253036446
579	0.022523903
580	0.02252140518
581	0.02251883664
582	0.02251878816
583	0.02251363009
584	0.02250791518
585	0.02250320195
586	0.02249578162
587	0.02248985438
588	0.02248552853
589	0.0224794366
590	0.02247583612
591	0.02247578304
592	0.02247199027
593	0.02246645637
594	0.02245822625
595	0.02245391486
596	0.0224486841
597	0.02244368194
598	0.02243785166
599	0.02243132143
600	0.02242700749
601	0.02242216905
602	0.02241734093
603	0.0224135207
604	0.02240605759
605	0.02240499687
606	0.02240064275
607	0.02239601151
608	0.02239110418
609	0.02238773377
610	0.02238480683
611	0.02238474121
612	0.02237805598
613	0.02237548712
614	0.02237202958
615	0.02236976109
616	0.02236606837
617	0.02235788165
618	0.02235421703
619	0.02235418483
620	0.02234882441
621	0.0223418876
622	0.02233608407
623	0.02233062506
624	0.02232757683
625	0.02232181643
626	0.02231577008
627	0.02231573045
628	0.02231126735
629	0.02230570529
630	0.02230047206
631	0.02229702942
632	0.02229299937
633	0.02228598014
634	0.0222838772
635	0.02228384448
636	0.02228353595
637	0.02228071231
638	0.02227973825
639	0.02227488643
640	0.02227035155
641	0.02226530296
642	0.02225949493
643	0.02225437714
644	0.02225434502
645	0.02225430766
646	0.02224988555
647	0.02224491562
648	0.02224133829
649	0.02223800057
650	0.02223795903
651	0.02223793396
652	0.02223364928
653	0.0222292025
654	0.02222520632
655	0.02222258998
656	0.02221562024
657	0.02221182758
658	0.02220551516
659	0.02220007123
660	0.02219685647
661	0.02219682835
662	0.02219223384
663	0.02219219242
664	0.02218820587
665	0.02218415923
666	0.02217874763
667	0.02217307431
668	0.02216858425
669	0.02216380708
670	0.02215797945
671	0.02215460643
672	0.0221512444
673	0.02214724314
674	0.0221420034
675	0.02213740722
676	0.02213051474
677	0.02212700608
678	0.0221229086
679	0.02212288777
680	0.02212046883
681	0.02211638901
682	0.02211179412
683	0.02210733795
684	0.02210396909
685	0.02210054488
686	0.02209700285
687	0.02209279393
688	0.02208824272
689	0.02208183667
690	0.02208177985
691	0.02207969904
692	0.02207967113
693	0.02207720962
694	0.02207200664
695	0.02206765919
696	0.02206445102
697	0.02206053021
698	0.02205439805
699	0.02205060298
700	0.02204748886
701	0.02204405789
702	0.02203903719
703	0.02203570205
704	0.02203239179
705	0.02202856226
706	0.02202371416
707	0.02202237917
708	0.02201859677
709	0.02201417598
710	0.02200859752
711	0.02200453825
712	0.02200152189
713	0.02199806719
714	0.02199541774
715	0.02199129363
716	0.02199126977
717	0.02199021035
718	0.02198663286
719	0.02198573785
720	0.02198325216
721	0.02197860368
722	0.02197672215
723	0.02197207446
724	0.02196823976
725	0.02196379052
726	0.02195894635
727	0.02195548741
728	0.02195320759
729	0.02194807558
730	0.0219417541
731	0.02193596331
732	0.02193477485
733	0.02193015976
734	0.02193013243
735	0.02193010642
736	0.02192507277
737	0.02191829973
738	0.02191152718
739	0.02191150115
740	0.02190901578
741	0.0219035697
742	0.02190099117
743	0.02190026029
744	0.02189623253
745	0.02189245078
746	0.02189019188
747	0.02188766807
748	0.02188189119
749	0.02187840313
750	0.02187464341
751	0.02186980241
752	0.02186612829
753	0.0218609669
754	0.0218578792
755	0.02185356762
756	0.02184891464
757	0.02184408842
758	0.02184021243
759	0.02183584004
760	0.02183507688
761	0.02183097996
762	0.02182748611
763	0.02182165683
764	0.02182162922
765	0.02181771636
766	0.02181480515
767	0.02181027236
768	0.02180894848
769	0.02180889505
770	0.02180441048
771	0.02180001465
772	0.02179640707
773	0.02179349074
774	0.0217903855
775	0.02178700183
776	0.02178468033
777	0.02177978774
778	0.02177628152
779	0.0217707356
780	0.02176601471
781	0.02176184134
782	0.0217585306
783	0.02175407583
784	0.02175302679
785	0.02174729027
786	0.02174528252
787	0.02174316802
788	0.02173955077
789	0.02173618702
790	0.02173063637
791	0.021727164
792	0.02172322931
793	0.02172003216
794	0.02171538945
795	0.02171113104
796	0.02170570492
797	0.02170100651
798	0.02169730607
799	0.02169499602
800	0.02169348988
801	0.02169234702
802	0.02169032582
803	0.02168717042
804	0.02168349007
805	0.02167782087
806	0.02167344044
807	0.02166867726
808	0.02166519232
809	0.02166306767
810	0.02166237037
811	0.02165896104
812	0.02165825641
813	0.02165458159
814	0.02165025988
815	0.02165025073
816	0.02165024059
817	0.02164689701
818	0.02164583684
819	0.02164098356
820	0.02163822972
821	0.02163698139
822	0.02163381807
823	0.02162934661
824	0.02162740363
825	0.02162467232
826	0.0216206017
827	0.02161728023
828	0.02161371222
829	0.02160972602
830	0.02160496109
831	0.02160294097
832	0.02159988878
833	0.02159558885
834	0.0215902522
835	0.02158648371
836	0.02158188788
837	0.02157842887
838	0.02157344809
839	0.02157085185
840	0.02157010751
841	0.02156623707
842	0.02156266496
843	0.0215575378
844	0.02155462943
845	0.02155197389
846	0.02154803981
847	0.02154468173
848	0.02154012652
849	0.02153533667
850	0.0215321572
851	0.02152637534
852	0.0215233891
853	0.02151970078
854	0.02151634128
855	0.02151196125
856	0.02150657097
857	0.02150317315
858	0.02150018956
859	0.02149507513
860	0.02149131751
861	0.02148762102
862	0.02148343488
863	0.02148149105
864	0.02147774434
865	0.02147390629
866	0.02146909119
867	0.02146440288
868	0.02146124164
869	0.02145800408
870	0.02145590562
871	0.02144987176
872	0.02144984726
873	0.02144431594
874	0.0214429866
875	0.0214391576
876	0.02143638837
877	0.02143470407
878	0.02143020165
879	0.02142826549
880	0.02142382213
881	0.02141960597
882	0.02141650986
883	0.02141441515
884	0.0214127844
885	0.02140892404
886	0.02140556827
887	0.02140442805
888	0.021402977
889	0.02139963089
890	0.02139647224
891	0.02139524783
892	0.02139150486
893	0.02138794304
894	0.02138460662
895	0.02137948349
896	0.02137651067
897	0.02137381273
898	0.0213700779
899	0.02136738841
900	0.02136427696
901	0.02136245611
902	0.02136110702
903	0.02135625729
904	0.02135261589
905	0.02134786462
906	0.02134419181
907	0.02134191693
908	0.02133845625
909	0.02133646207
910	0.0213342247
911	0.02133162668
912	0.02132935339
913	0.02132610899
914	0.02132159302
915	0.02132083455
916	0.02131773234
917	0.02131607667
918	0.02131355933
919	0.02130990866
920	0.0213070009
921	0.02130207929
922	0.02129885387
923	0.02129625446
924	0.02129356592
925	0.02129183628
926	0.02128897791
927	0.02128660668
928	0.02128274855
929	0.02127985345
930	0.02127661199
931	0.02127458028
932	0.02127094797
933	0.0212671698
934	0.0212635915
935	0.02125956783
936	0.02125579446
937	0.02125277175
938	0.02124833397
939	0.02124382378
940	0.02124191554
941	0.02123914839
942	0.02123536539
943	0.0212318483
944	0.02122939239
945	0.02122597111
946	0.02122225208
947	0.02121776222
948	0.02121373299
949	0.02121162252
950	0.02120804276
951	0.02120634302
952	0.02120424693
953	0.02119990765
954	0.02119660915
955	0.02119355213
956	0.02118960348
957	0.02118595034
958	0.02118252461
959	0.02117853805
960	0.02117567084
961	0.02117564091
962	0.02117438637
963	0.02116977404
964	0.02116476395
965	0.02116216815
966	0.02116043159
967	0.02115694606
968	0.02115576901
969	0.0211525077
970	0.02115034687
971	0.02114794555
972	0.02114365566
973	0.02114031958
974	0.02113701188
975	0.02113430531
976	0.02113026594
977	0.02112574675
978	0.02112235817
979	0.02111898278
980	0.02111721675
981	0.02111350432
982	0.02111068223
983	0.02110695913
984	0.0211045077
985	0.02110099424
986	0.02109760117
987	0.02109698399
988	0.02109696281
989	0.02109350377
990	0.02109211184
991	0.0210909476
992	0.0210872918
993	0.02108596005
994	0.0210840696
995	0.02108126711
996	0.02107729546
997	0.02107708924
998	0.0210742923
999	0.02107228171
1000	0.02107034708
1001	0.02106864712
1002	0.02106646436
1003	0.02106266565
1004	0.02105903781
1005	0.02105636803
1006	0.02105430667
1007	0.0210499636
1008	0.02104834139
1009	0.02104529021
1010	0.02104085711
1011	0.02103793001
1012	0.02103474037
1013	0.02103351078
1014	0.02103014079
1015	0.02102771228
1016	0.02102522156
1017	0.02102332369
1018	0.02102228761
1019	0.02102067763
1020	0.02101893807
1021	0.02101596631
1022	0.02101482076
1023	0.02101421058
1024	0.02101053854
1025	0.02100807553
1026	0.02100576062
1027	0.02100280184
1028	0.02100014742
1029	0.02099722935
1030	0.02099444169
1031	0.02099183149
1032	0.02099106418
1033	0.02098965148
1034	0.02098758683
1035	0.02098381015
1036	0.02098069701
1037	0.02097750686
1038	0.020976568
1039	0.02097318836
1040	0.02096970703
1041	0.02096873603
1042	0.02096522285
1043	0.02096308065
1044	0.02095967318
1045	0.02095785817
1046	0.02095439253
1047	0.02095192468
1048	0.02094865964
1049	0.02094509345
1050	0.02094480536
1051	0.02094176608
1052	0.02093936025
